"url","review_id","reviewer_name","review_date","review_rating","review","found_helpful","app_url","app_title","app_developer","app_monetization_features","app_images","app_rating","app_number_of_reviews","app_what_new","app_content_rating","app_downloads","app_play_on_pc","app_minimum_requirements","app_country","num_of_reviews"
"https://play.google.com/store/books/details/Imperfect?id=fnUbAgAAQBAJ&hl=en_US","ac15fefa-a6c3-469f-a346-ecfef956d5ae","Reynan C****a","2021-11-22T07:44:14.000Z",3,"Too short to be called a book,well it makes sense since its only 0.1$.but still...i can even make my own book with 300 chapters,i just dont know how to publish it...the story in this book is decent,but really lacks of something.most of it was just scientific explanations that doesnt even make any sense at all.",16,"https://play.google.com/store/books/details/Imperfect?id=fnUbAgAAQBAJ&hl=en_US",,,[null],[],,,,,,,,"US",
"https://play.google.com/store/apps/details/WhatsApp_Messenger?id=com.whatsapp&hl=en","dc294f50-0b6d-428d-9820-d1c29b6bcabf","FAZAL D*****M","2025-10-26T05:23:11.000Z",5,"05 STAR VERY GOOD",0,"https://play.google.com/store/apps/details/WhatsApp_Messenger?id=com.whatsapp&hl=en","WhatsApp Messenger","Wha***pp ***","[""Users Interact""]","[""https://play-lh.googleusercontent.com/ey21SzFwDygWgKaRggLUbdIyu2tglKBpFwGkLVHFmJOM8m01Oek3bi3fJ-7HVsC9XOU"",""https://play-lh.googleusercontent.com/ZmcWoo-YPfdO9fiSJ5EekdhNbm0pifBpOBN05HryaT-t2OHpIVmZhQd5vAE4QcoPFQ"",""https://play-lh.googleusercontent.com/U4SFDCqj0l9XtKvffEzVcJ3z8TSuGibBMRlOFudbbkfL8YKs5STVB5W71eRty881Zorn"",""https://play-lh.googleusercontent.com/EjSO3MSyZN-itVa9kOlvNkNakBw2T1opl6COxjQtLIwjNAYMTTNWkXP8LLN1JTTf7w"",""https://play-lh.googleusercontent.com/jFySdSELzJM8i4jmlIVkZBphkyUHKQnSPjle54uCVe3B8FArSnRxiO7FCPZWO6yd9w"",""https://play-lh.googleusercontent.com/Jt-ttCMUUkZ_-u8DS3MeRrzlWkup3trRGcJrpo5vSIGzxdBs3nk3GkNZ9wWG9zAkfA"",""https://play-lh.googleusercontent.com/GZc67XnRN0XxNTv1J4pTw79lMiQFYKGx5dDEYPEsMUWDgNnHnUoyHg76cn61M3QTwXC5"",""https://play-lh.googleusercontent.com/3VmrU-Se_cvnW6L_skAv6ZC2fut3Fl2XqoZPl74eROsw0gUl4ANSrh8D8M5W6-mSLBI"",""https://play-lh.googleusercontent.com/Lgz--QiIwM5jGw9rCGSMcvocR6ctLyNLdU52FQqNefybXhVhmcaj9Fh_S-QombddtoU5""]",4.391436,211982915,"• You can now schedule and view upcoming calls from the Calls tab. Tap the “+” icon and select “Schedule call”, then pick a contact/group to share a call invite.
• Group chats now have a unified Calling icon, with new options to organize calls and select participants for audio or video calls.



Thanks for using WhatsApp!","Everyone",10881528152,,,"US",
"https://play.google.com/store/apps/details/WhatsApp_Messenger?id=com.whatsapp&hl=en","c2bc48eb-7c1c-41da-999a-934a5173c502","Krishna C********e","2025-10-26T05:15:42.000Z",5,"ram467 hifugyt",0,"https://play.google.com/store/apps/details/WhatsApp_Messenger?id=com.whatsapp&hl=en","WhatsApp Messenger","Wha***pp ***","[""Users Interact""]","[""https://play-lh.googleusercontent.com/ey21SzFwDygWgKaRggLUbdIyu2tglKBpFwGkLVHFmJOM8m01Oek3bi3fJ-7HVsC9XOU"",""https://play-lh.googleusercontent.com/ZmcWoo-YPfdO9fiSJ5EekdhNbm0pifBpOBN05HryaT-t2OHpIVmZhQd5vAE4QcoPFQ"",""https://play-lh.googleusercontent.com/U4SFDCqj0l9XtKvffEzVcJ3z8TSuGibBMRlOFudbbkfL8YKs5STVB5W71eRty881Zorn"",""https://play-lh.googleusercontent.com/EjSO3MSyZN-itVa9kOlvNkNakBw2T1opl6COxjQtLIwjNAYMTTNWkXP8LLN1JTTf7w"",""https://play-lh.googleusercontent.com/jFySdSELzJM8i4jmlIVkZBphkyUHKQnSPjle54uCVe3B8FArSnRxiO7FCPZWO6yd9w"",""https://play-lh.googleusercontent.com/Jt-ttCMUUkZ_-u8DS3MeRrzlWkup3trRGcJrpo5vSIGzxdBs3nk3GkNZ9wWG9zAkfA"",""https://play-lh.googleusercontent.com/GZc67XnRN0XxNTv1J4pTw79lMiQFYKGx5dDEYPEsMUWDgNnHnUoyHg76cn61M3QTwXC5"",""https://play-lh.googleusercontent.com/3VmrU-Se_cvnW6L_skAv6ZC2fut3Fl2XqoZPl74eROsw0gUl4ANSrh8D8M5W6-mSLBI"",""https://play-lh.googleusercontent.com/Lgz--QiIwM5jGw9rCGSMcvocR6ctLyNLdU52FQqNefybXhVhmcaj9Fh_S-QombddtoU5""]",4.391436,211982915,"• You can now schedule and view upcoming calls from the Calls tab. Tap the “+” icon and select “Schedule call”, then pick a contact/group to share a call invite.
• Group chats now have a unified Calling icon, with new options to organize calls and select participants for audio or video calls.



Thanks for using WhatsApp!","Everyone",10881528152,,,"US",
"https://play.google.com/store/apps/details/WhatsApp_Messenger?id=com.whatsapp&hl=en","9997babb-8ecd-4e89-ad2d-b7f8fc516cdb","Saminu M***m *** k****i","2025-10-26T05:10:51.000Z",1,"Saminu Malam yau karofee",0,"https://play.google.com/store/apps/details/WhatsApp_Messenger?id=com.whatsapp&hl=en","WhatsApp Messenger","Wha***pp ***","[""Users Interact""]","[""https://play-lh.googleusercontent.com/ey21SzFwDygWgKaRggLUbdIyu2tglKBpFwGkLVHFmJOM8m01Oek3bi3fJ-7HVsC9XOU"",""https://play-lh.googleusercontent.com/ZmcWoo-YPfdO9fiSJ5EekdhNbm0pifBpOBN05HryaT-t2OHpIVmZhQd5vAE4QcoPFQ"",""https://play-lh.googleusercontent.com/U4SFDCqj0l9XtKvffEzVcJ3z8TSuGibBMRlOFudbbkfL8YKs5STVB5W71eRty881Zorn"",""https://play-lh.googleusercontent.com/EjSO3MSyZN-itVa9kOlvNkNakBw2T1opl6COxjQtLIwjNAYMTTNWkXP8LLN1JTTf7w"",""https://play-lh.googleusercontent.com/jFySdSELzJM8i4jmlIVkZBphkyUHKQnSPjle54uCVe3B8FArSnRxiO7FCPZWO6yd9w"",""https://play-lh.googleusercontent.com/Jt-ttCMUUkZ_-u8DS3MeRrzlWkup3trRGcJrpo5vSIGzxdBs3nk3GkNZ9wWG9zAkfA"",""https://play-lh.googleusercontent.com/GZc67XnRN0XxNTv1J4pTw79lMiQFYKGx5dDEYPEsMUWDgNnHnUoyHg76cn61M3QTwXC5"",""https://play-lh.googleusercontent.com/3VmrU-Se_cvnW6L_skAv6ZC2fut3Fl2XqoZPl74eROsw0gUl4ANSrh8D8M5W6-mSLBI"",""https://play-lh.googleusercontent.com/Lgz--QiIwM5jGw9rCGSMcvocR6ctLyNLdU52FQqNefybXhVhmcaj9Fh_S-QombddtoU5""]",4.391436,211982915,"• You can now schedule and view upcoming calls from the Calls tab. Tap the “+” icon and select “Schedule call”, then pick a contact/group to share a call invite.
• Group chats now have a unified Calling icon, with new options to organize calls and select participants for audio or video calls.



Thanks for using WhatsApp!","Everyone",10881528152,,,"US",
"https://play.google.com/store/apps/details/WhatsApp_Messenger?id=com.whatsapp&hl=en","1fc7a84e-6bf7-45b0-99c1-b09e10e96a96","Riya S***h","2025-10-26T06:00:40.000Z",5,"nice",0,"https://play.google.com/store/apps/details/WhatsApp_Messenger?id=com.whatsapp&hl=en","WhatsApp Messenger","Wha***pp ***","[""Users Interact""]","[""https://play-lh.googleusercontent.com/ey21SzFwDygWgKaRggLUbdIyu2tglKBpFwGkLVHFmJOM8m01Oek3bi3fJ-7HVsC9XOU"",""https://play-lh.googleusercontent.com/ZmcWoo-YPfdO9fiSJ5EekdhNbm0pifBpOBN05HryaT-t2OHpIVmZhQd5vAE4QcoPFQ"",""https://play-lh.googleusercontent.com/U4SFDCqj0l9XtKvffEzVcJ3z8TSuGibBMRlOFudbbkfL8YKs5STVB5W71eRty881Zorn"",""https://play-lh.googleusercontent.com/EjSO3MSyZN-itVa9kOlvNkNakBw2T1opl6COxjQtLIwjNAYMTTNWkXP8LLN1JTTf7w"",""https://play-lh.googleusercontent.com/jFySdSELzJM8i4jmlIVkZBphkyUHKQnSPjle54uCVe3B8FArSnRxiO7FCPZWO6yd9w"",""https://play-lh.googleusercontent.com/Jt-ttCMUUkZ_-u8DS3MeRrzlWkup3trRGcJrpo5vSIGzxdBs3nk3GkNZ9wWG9zAkfA"",""https://play-lh.googleusercontent.com/GZc67XnRN0XxNTv1J4pTw79lMiQFYKGx5dDEYPEsMUWDgNnHnUoyHg76cn61M3QTwXC5"",""https://play-lh.googleusercontent.com/3VmrU-Se_cvnW6L_skAv6ZC2fut3Fl2XqoZPl74eROsw0gUl4ANSrh8D8M5W6-mSLBI"",""https://play-lh.googleusercontent.com/Lgz--QiIwM5jGw9rCGSMcvocR6ctLyNLdU52FQqNefybXhVhmcaj9Fh_S-QombddtoU5""]",4.391436,211982915,"• You can now schedule and view upcoming calls from the Calls tab. Tap the “+” icon and select “Schedule call”, then pick a contact/group to share a call invite.
• Group chats now have a unified Calling icon, with new options to organize calls and select participants for audio or video calls.



Thanks for using WhatsApp!","Everyone",10881528152,,,"US",
"https://play.google.com/store/apps/details/WhatsApp_Messenger?id=com.whatsapp&hl=en","2357b328-5da5-4ec7-a193-35068c929358","Aayush S*****i","2025-10-26T05:59:42.000Z",2,"ok",0,"https://play.google.com/store/apps/details/WhatsApp_Messenger?id=com.whatsapp&hl=en","WhatsApp Messenger","Wha***pp ***","[""Users Interact""]","[""https://play-lh.googleusercontent.com/ey21SzFwDygWgKaRggLUbdIyu2tglKBpFwGkLVHFmJOM8m01Oek3bi3fJ-7HVsC9XOU"",""https://play-lh.googleusercontent.com/ZmcWoo-YPfdO9fiSJ5EekdhNbm0pifBpOBN05HryaT-t2OHpIVmZhQd5vAE4QcoPFQ"",""https://play-lh.googleusercontent.com/U4SFDCqj0l9XtKvffEzVcJ3z8TSuGibBMRlOFudbbkfL8YKs5STVB5W71eRty881Zorn"",""https://play-lh.googleusercontent.com/EjSO3MSyZN-itVa9kOlvNkNakBw2T1opl6COxjQtLIwjNAYMTTNWkXP8LLN1JTTf7w"",""https://play-lh.googleusercontent.com/jFySdSELzJM8i4jmlIVkZBphkyUHKQnSPjle54uCVe3B8FArSnRxiO7FCPZWO6yd9w"",""https://play-lh.googleusercontent.com/Jt-ttCMUUkZ_-u8DS3MeRrzlWkup3trRGcJrpo5vSIGzxdBs3nk3GkNZ9wWG9zAkfA"",""https://play-lh.googleusercontent.com/GZc67XnRN0XxNTv1J4pTw79lMiQFYKGx5dDEYPEsMUWDgNnHnUoyHg76cn61M3QTwXC5"",""https://play-lh.googleusercontent.com/3VmrU-Se_cvnW6L_skAv6ZC2fut3Fl2XqoZPl74eROsw0gUl4ANSrh8D8M5W6-mSLBI"",""https://play-lh.googleusercontent.com/Lgz--QiIwM5jGw9rCGSMcvocR6ctLyNLdU52FQqNefybXhVhmcaj9Fh_S-QombddtoU5""]",4.391436,211982915,"• You can now schedule and view upcoming calls from the Calls tab. Tap the “+” icon and select “Schedule call”, then pick a contact/group to share a call invite.
• Group chats now have a unified Calling icon, with new options to organize calls and select participants for audio or video calls.



Thanks for using WhatsApp!","Everyone",10881528152,,,"US",
"https://play.google.com/store/apps/details/WhatsApp_Messenger?id=com.whatsapp&hl=en","0c483681-592c-4026-8efc-161afdc3baa3","Ibrahim A***u I*****m","2025-10-26T05:05:35.000Z",5,"is very nice and share with your friends and community",0,"https://play.google.com/store/apps/details/WhatsApp_Messenger?id=com.whatsapp&hl=en","WhatsApp Messenger","Wha***pp ***","[""Users Interact""]","[""https://play-lh.googleusercontent.com/ey21SzFwDygWgKaRggLUbdIyu2tglKBpFwGkLVHFmJOM8m01Oek3bi3fJ-7HVsC9XOU"",""https://play-lh.googleusercontent.com/ZmcWoo-YPfdO9fiSJ5EekdhNbm0pifBpOBN05HryaT-t2OHpIVmZhQd5vAE4QcoPFQ"",""https://play-lh.googleusercontent.com/U4SFDCqj0l9XtKvffEzVcJ3z8TSuGibBMRlOFudbbkfL8YKs5STVB5W71eRty881Zorn"",""https://play-lh.googleusercontent.com/EjSO3MSyZN-itVa9kOlvNkNakBw2T1opl6COxjQtLIwjNAYMTTNWkXP8LLN1JTTf7w"",""https://play-lh.googleusercontent.com/jFySdSELzJM8i4jmlIVkZBphkyUHKQnSPjle54uCVe3B8FArSnRxiO7FCPZWO6yd9w"",""https://play-lh.googleusercontent.com/Jt-ttCMUUkZ_-u8DS3MeRrzlWkup3trRGcJrpo5vSIGzxdBs3nk3GkNZ9wWG9zAkfA"",""https://play-lh.googleusercontent.com/GZc67XnRN0XxNTv1J4pTw79lMiQFYKGx5dDEYPEsMUWDgNnHnUoyHg76cn61M3QTwXC5"",""https://play-lh.googleusercontent.com/3VmrU-Se_cvnW6L_skAv6ZC2fut3Fl2XqoZPl74eROsw0gUl4ANSrh8D8M5W6-mSLBI"",""https://play-lh.googleusercontent.com/Lgz--QiIwM5jGw9rCGSMcvocR6ctLyNLdU52FQqNefybXhVhmcaj9Fh_S-QombddtoU5""]",4.391436,211982915,"• You can now schedule and view upcoming calls from the Calls tab. Tap the “+” icon and select “Schedule call”, then pick a contact/group to share a call invite.
• Group chats now have a unified Calling icon, with new options to organize calls and select participants for audio or video calls.



Thanks for using WhatsApp!","Everyone",10881528152,,,"US",
"https://play.google.com/store/apps/details/WhatsApp_Messenger?id=com.whatsapp&hl=en","54c70187-eada-46b3-96dc-ec1784bc6d38","Smile M*****s","2025-10-26T05:53:23.000Z",5,"love you WhatsApp family",0,"https://play.google.com/store/apps/details/WhatsApp_Messenger?id=com.whatsapp&hl=en","WhatsApp Messenger","Wha***pp ***","[""Users Interact""]","[""https://play-lh.googleusercontent.com/ey21SzFwDygWgKaRggLUbdIyu2tglKBpFwGkLVHFmJOM8m01Oek3bi3fJ-7HVsC9XOU"",""https://play-lh.googleusercontent.com/ZmcWoo-YPfdO9fiSJ5EekdhNbm0pifBpOBN05HryaT-t2OHpIVmZhQd5vAE4QcoPFQ"",""https://play-lh.googleusercontent.com/U4SFDCqj0l9XtKvffEzVcJ3z8TSuGibBMRlOFudbbkfL8YKs5STVB5W71eRty881Zorn"",""https://play-lh.googleusercontent.com/EjSO3MSyZN-itVa9kOlvNkNakBw2T1opl6COxjQtLIwjNAYMTTNWkXP8LLN1JTTf7w"",""https://play-lh.googleusercontent.com/jFySdSELzJM8i4jmlIVkZBphkyUHKQnSPjle54uCVe3B8FArSnRxiO7FCPZWO6yd9w"",""https://play-lh.googleusercontent.com/Jt-ttCMUUkZ_-u8DS3MeRrzlWkup3trRGcJrpo5vSIGzxdBs3nk3GkNZ9wWG9zAkfA"",""https://play-lh.googleusercontent.com/GZc67XnRN0XxNTv1J4pTw79lMiQFYKGx5dDEYPEsMUWDgNnHnUoyHg76cn61M3QTwXC5"",""https://play-lh.googleusercontent.com/3VmrU-Se_cvnW6L_skAv6ZC2fut3Fl2XqoZPl74eROsw0gUl4ANSrh8D8M5W6-mSLBI"",""https://play-lh.googleusercontent.com/Lgz--QiIwM5jGw9rCGSMcvocR6ctLyNLdU52FQqNefybXhVhmcaj9Fh_S-QombddtoU5""]",4.391436,211982915,"• You can now schedule and view upcoming calls from the Calls tab. Tap the “+” icon and select “Schedule call”, then pick a contact/group to share a call invite.
• Group chats now have a unified Calling icon, with new options to organize calls and select participants for audio or video calls.



Thanks for using WhatsApp!","Everyone",10881528152,,,"US",
"https://play.google.com/store/apps/details/WhatsApp_Messenger?id=com.whatsapp&hl=en","6f82ae21-5cea-4199-870c-37695cdc7075","Umar Z****r","2025-10-26T05:52:09.000Z",5,"😲😲😲",0,"https://play.google.com/store/apps/details/WhatsApp_Messenger?id=com.whatsapp&hl=en","WhatsApp Messenger","Wha***pp ***","[""Users Interact""]","[""https://play-lh.googleusercontent.com/ey21SzFwDygWgKaRggLUbdIyu2tglKBpFwGkLVHFmJOM8m01Oek3bi3fJ-7HVsC9XOU"",""https://play-lh.googleusercontent.com/ZmcWoo-YPfdO9fiSJ5EekdhNbm0pifBpOBN05HryaT-t2OHpIVmZhQd5vAE4QcoPFQ"",""https://play-lh.googleusercontent.com/U4SFDCqj0l9XtKvffEzVcJ3z8TSuGibBMRlOFudbbkfL8YKs5STVB5W71eRty881Zorn"",""https://play-lh.googleusercontent.com/EjSO3MSyZN-itVa9kOlvNkNakBw2T1opl6COxjQtLIwjNAYMTTNWkXP8LLN1JTTf7w"",""https://play-lh.googleusercontent.com/jFySdSELzJM8i4jmlIVkZBphkyUHKQnSPjle54uCVe3B8FArSnRxiO7FCPZWO6yd9w"",""https://play-lh.googleusercontent.com/Jt-ttCMUUkZ_-u8DS3MeRrzlWkup3trRGcJrpo5vSIGzxdBs3nk3GkNZ9wWG9zAkfA"",""https://play-lh.googleusercontent.com/GZc67XnRN0XxNTv1J4pTw79lMiQFYKGx5dDEYPEsMUWDgNnHnUoyHg76cn61M3QTwXC5"",""https://play-lh.googleusercontent.com/3VmrU-Se_cvnW6L_skAv6ZC2fut3Fl2XqoZPl74eROsw0gUl4ANSrh8D8M5W6-mSLBI"",""https://play-lh.googleusercontent.com/Lgz--QiIwM5jGw9rCGSMcvocR6ctLyNLdU52FQqNefybXhVhmcaj9Fh_S-QombddtoU5""]",4.391436,211982915,"• You can now schedule and view upcoming calls from the Calls tab. Tap the “+” icon and select “Schedule call”, then pick a contact/group to share a call invite.
• Group chats now have a unified Calling icon, with new options to organize calls and select participants for audio or video calls.



Thanks for using WhatsApp!","Everyone",10881528152,,,"US",
"https://play.google.com/store/apps/details/WhatsApp_Messenger?id=com.whatsapp&hl=en","58116cf2-2163-49ff-97d5-c5e71125b0cb","Sriram *","2025-10-26T05:45:01.000Z",5,"k.sriram k.hari",0,"https://play.google.com/store/apps/details/WhatsApp_Messenger?id=com.whatsapp&hl=en","WhatsApp Messenger","Wha***pp ***","[""Users Interact""]","[""https://play-lh.googleusercontent.com/ey21SzFwDygWgKaRggLUbdIyu2tglKBpFwGkLVHFmJOM8m01Oek3bi3fJ-7HVsC9XOU"",""https://play-lh.googleusercontent.com/ZmcWoo-YPfdO9fiSJ5EekdhNbm0pifBpOBN05HryaT-t2OHpIVmZhQd5vAE4QcoPFQ"",""https://play-lh.googleusercontent.com/U4SFDCqj0l9XtKvffEzVcJ3z8TSuGibBMRlOFudbbkfL8YKs5STVB5W71eRty881Zorn"",""https://play-lh.googleusercontent.com/EjSO3MSyZN-itVa9kOlvNkNakBw2T1opl6COxjQtLIwjNAYMTTNWkXP8LLN1JTTf7w"",""https://play-lh.googleusercontent.com/jFySdSELzJM8i4jmlIVkZBphkyUHKQnSPjle54uCVe3B8FArSnRxiO7FCPZWO6yd9w"",""https://play-lh.googleusercontent.com/Jt-ttCMUUkZ_-u8DS3MeRrzlWkup3trRGcJrpo5vSIGzxdBs3nk3GkNZ9wWG9zAkfA"",""https://play-lh.googleusercontent.com/GZc67XnRN0XxNTv1J4pTw79lMiQFYKGx5dDEYPEsMUWDgNnHnUoyHg76cn61M3QTwXC5"",""https://play-lh.googleusercontent.com/3VmrU-Se_cvnW6L_skAv6ZC2fut3Fl2XqoZPl74eROsw0gUl4ANSrh8D8M5W6-mSLBI"",""https://play-lh.googleusercontent.com/Lgz--QiIwM5jGw9rCGSMcvocR6ctLyNLdU52FQqNefybXhVhmcaj9Fh_S-QombddtoU5""]",4.391436,211982915,"• You can now schedule and view upcoming calls from the Calls tab. Tap the “+” icon and select “Schedule call”, then pick a contact/group to share a call invite.
• Group chats now have a unified Calling icon, with new options to organize calls and select participants for audio or video calls.



Thanks for using WhatsApp!","Everyone",10881528152,,,"US",
